origin,dest,num_flights,time_hour,flight_type,stops,airline,flight_number,arrival_time,aircraft_type,frequency
JFK,DXB,1,1/1/13 15:40,International,2,American Airlines,AM174,01/02/13 03:40,Airbus A380,Monthly
JFK,MCO,1,1/1/13 08:36,Domestic,1,Delta,DE113,01/01/13 11:36,Airbus A320,Daily
JFK,ATL,1,1/1/13 08:41,Domestic,0,Delta,DE728,01/01/13 10:41,Boeing 737,Daily
JFK,CLT,1,1/1/13 16:23,Domestic,2,Air France,AI486,01/01/13 18:23,Boeing 737,Monthly
JFK,ORD,1,1/1/13 12:54,Domestic,2,American Airlines,AM480,01/01/13 15:24,Airbus A320,Daily
JFK,FRA,1,1/1/13 18:42,International,0,JetBlue,JE905,01/02/13 02:42,Airbus A320,Bi-Weekly
JFK,ATL,1,1/1/13 13:11,Domestic,2,Lufthansa,LU231,01/01/13 15:11,Embraer 190,Bi-Weekly
JFK,LHR,1,1/1/13 07:50,International,2,Lufthansa,LU223,01/01/13 14:50,Embraer 190,Daily
JFK,MCO,1,1/1/13 08:55,Domestic,1,Qatar Airways,QA194,01/01/13 11:55,Embraer 190,Daily
JFK,AMS,1,1/1/13 07:33,International,2,Delta,DE521,01/01/13 15:03,Boeing 787,Bi-Weekly
JFK,BOS,1,1/1/13 06:32,Domestic,2,Air France,AI409,01/01/13 08:02,Embraer 190,Bi-Weekly
JFK,ORD,1,1/1/13 14:58,Domestic,1,British Airways,BR530,01/01/13 17:28,Airbus A380,Daily
JFK,ATL,1,1/1/13 18:11,Domestic,1,Air France,AI962,01/01/13 20:11,Boeing 787,Monthly
JFK,ATL,1,1/1/13 07:09,Domestic,0,Air France,AI740,01/01/13 09:09,Boeing 737,Daily
JFK,ORD,1,1/1/13 08:48,Domestic,1,Emirates,EM341,01/01/13 11:18,Embraer 190,Monthly
JFK,MCO,1,1/1/13 18:11,Domestic,1,Lufthansa,LU908,01/01/13 21:11,Airbus A380,Daily
JFK,CLT,1,1/1/13 17:03,Domestic,2,United,UN112,01/01/13 19:03,Boeing 787,Weekly
JFK,BOS,1,1/1/13 06:03,Domestic,2,Air France,AI495,01/01/13 07:33,Boeing 737,Weekly
JFK,ATL,1,1/1/13 16:46,Domestic,2,Lufthansa,LU473,01/01/13 18:46,Boeing 787,Monthly
JFK,LHR,1,1/1/13 16:16,International,1,Emirates,EM472,01/01/13 23:16,Airbus A320,Weekly
JFK,ORD,1,1/1/13 12:55,Domestic,2,JetBlue,JE942,01/01/13 15:25,Boeing 787,Monthly
JFK,MCO,1,1/1/13 17:05,Domestic,0,Qatar Airways,QA602,01/01/13 20:05,Airbus A380,Weekly
JFK,LHR,1,1/1/13 14:30,International,2,United,UN137,01/01/13 21:30,Boeing 787,Monthly
JFK,ORD,1,1/1/13 15:57,Domestic,0,Emirates,EM566,01/01/13 18:27,Airbus A320,Bi-Weekly
JFK,CLT,1,1/1/13 17:56,Domestic,0,Qatar Airways,QA350,01/01/13 19:56,Airbus A380,Daily
JFK,HND,1,1/1/13 16:29,International,0,Delta,DE317,01/02/13 06:29,Airbus A320,Weekly
JFK,PVG,1,1/1/13 18:32,International,1,United,UN611,01/02/13 09:32,Boeing 737,Daily
JFK,CLT,1,1/1/13 07:21,Domestic,1,Delta,DE366,01/01/13 09:21,Airbus A380,Daily
JFK,DXB,1,1/1/13 06:58,International,0,Delta,DE238,01/01/13 18:58,Boeing 787,Monthly
JFK,MCO,1,1/1/13 13:44,Domestic,1,Emirates,EM652,01/01/13 16:44,Airbus A320,Weekly
JFK,ORD,1,1/1/13 14:22,Domestic,2,Air France,AI218,01/01/13 16:52,Boeing 777,Monthly
JFK,CDG,1,1/1/13 17:20,International,1,Emirates,EM502,01/02/13 00:50,Embraer 190,Monthly
JFK,ATL,1,1/1/13 06:29,Domestic,1,Emirates,EM999,01/01/13 08:29,Boeing 777,Daily
JFK,DXB,1,1/1/13 14:38,International,0,Qatar Airways,QA734,01/02/13 02:38,Embraer 190,Weekly
JFK,ATL,1,1/1/13 14:52,Domestic,1,American Airlines,AM600,01/01/13 16:52,Airbus A380,Bi-Weekly
JFK,ORD,1,1/1/13 06:03,Domestic,1,United,UN365,01/01/13 08:33,Airbus A380,Daily
JFK,CLT,1,1/1/13 17:40,Domestic,0,Emirates,EM392,01/01/13 19:40,Airbus A380,Monthly
JFK,BOS,1,1/1/13 12:43,Domestic,1,Qatar Airways,QA356,01/01/13 14:13,Embraer 190,Daily
JFK,CLT,1,1/1/13 07:53,Domestic,0,United,UN727,01/01/13 09:53,Airbus A320,Weekly
JFK,CDG,1,1/1/13 16:31,International,0,British Airways,BR812,01/02/13 00:01,Boeing 777,Bi-Weekly
JFK,MCO,1,1/1/13 18:43,Domestic,1,Delta,DE473,01/01/13 21:43,Boeing 777,Bi-Weekly
JFK,ORD,1,1/1/13 12:42,Domestic,0,Air France,AI488,01/01/13 15:12,Embraer 190,Weekly
JFK,CLT,1,1/1/13 07:55,Domestic,1,American Airlines,AM972,01/01/13 09:55,Boeing 787,Bi-Weekly
JFK,FRA,1,1/1/13 16:48,International,0,United,UN569,01/02/13 00:48,Airbus A320,Daily
JFK,BOS,1,1/1/13 07:33,Domestic,1,United,UN318,01/01/13 09:03,Boeing 777,Bi-Weekly
JFK,MCO,1,1/1/13 07:18,Domestic,1,Air France,AI569,01/01/13 10:18,Embraer 190,Bi-Weekly
JFK,DXB,1,1/1/13 18:46,International,2,JetBlue,JE744,01/02/13 06:46,Boeing 737,Daily
JFK,CDG,1,1/1/13 15:58,International,1,Air France,AI625,01/01/13 23:28,Boeing 737,Bi-Weekly
JFK,MCO,1,1/1/13 07:22,Domestic,2,Air France,AI835,01/01/13 10:22,Boeing 777,Bi-Weekly
JFK,CLT,1,1/1/13 16:59,Domestic,0,Delta,DE862,01/01/13 18:59,Boeing 737,Monthly
JFK,LHR,1,1/1/13 08:03,International,1,United,UN179,01/01/13 15:03,Airbus A320,Bi-Weekly
JFK,CDG,1,1/1/13 18:56,International,2,British Airways,BR821,01/02/13 02:26,Boeing 737,Weekly
JFK,ATL,1,1/1/13 16:38,Domestic,0,JetBlue,JE746,01/01/13 18:38,Boeing 787,Bi-Weekly
JFK,CDG,1,1/1/13 18:54,International,1,Air France,AI939,01/02/13 02:24,Airbus A320,Monthly
JFK,BOS,1,1/1/13 07:39,Domestic,1,Lufthansa,LU239,01/01/13 09:09,Airbus A320,Monthly
JFK,PVG,1,1/1/13 07:52,International,1,Lufthansa,LU643,01/01/13 22:52,Boeing 777,Monthly
JFK,FRA,1,1/1/13 15:40,International,1,Emirates,EM264,01/01/13 23:40,Airbus A380,Daily
JFK,MCO,1,1/1/13 14:59,Domestic,0,British Airways,BR212,01/01/13 17:59,Airbus A380,Weekly
JFK,DXB,1,1/1/13 16:54,International,0,Qatar Airways,QA823,01/02/13 04:54,Embraer 190,Bi-Weekly
JFK,MCO,1,1/1/13 14:23,Domestic,0,United,UN838,01/01/13 17:23,Boeing 787,Monthly
JFK,PVG,1,1/1/13 17:57,International,0,JetBlue,JE853,01/02/13 08:57,Boeing 777,Weekly
JFK,HND,1,1/1/13 16:24,International,1,Emirates,EM694,01/02/13 06:24,Boeing 737,Monthly
JFK,ORD,1,1/1/13 14:14,Domestic,1,United,UN943,01/01/13 16:44,Airbus A320,Monthly
JFK,AMS,1,1/1/13 15:28,International,0,American Airlines,AM681,01/01/13 22:58,Airbus A380,Bi-Weekly
JFK,ORD,1,1/1/13 15:14,Domestic,2,Delta,DE212,01/01/13 17:44,Embraer 190,Monthly
JFK,MCO,1,1/1/13 15:49,Domestic,0,JetBlue,JE838,01/01/13 18:49,Boeing 787,Bi-Weekly
JFK,BOS,1,1/1/13 15:35,Domestic,1,Lufthansa,LU549,01/01/13 17:05,Boeing 737,Bi-Weekly
JFK,LHR,1,1/1/13 06:47,International,0,British Airways,BR670,01/01/13 13:47,Embraer 190,Daily
JFK,ATL,1,1/1/13 18:58,Domestic,1,United,UN810,01/01/13 20:58,Embraer 190,Weekly
JFK,MCO,1,1/1/13 06:45,Domestic,1,Emirates,EM697,01/01/13 09:45,Airbus A320,Weekly
JFK,SYD,1,1/1/13 07:58,International,2,United,UN483,01/02/13 03:58,Airbus A380,Bi-Weekly
JFK,FRA,1,1/1/13 07:42,International,0,Emirates,EM444,01/01/13 15:42,Boeing 787,Weekly
JFK,ATL,1,1/1/13 18:48,Domestic,0,Emirates,EM641,01/01/13 20:48,Boeing 737,Monthly
JFK,ATL,1,1/1/13 16:13,Domestic,0,Lufthansa,LU664,01/01/13 18:13,Boeing 737,Daily
JFK,ORD,1,1/1/13 14:22,Domestic,2,British Airways,BR161,01/01/13 16:52,Embraer 190,Daily
JFK,CLT,1,1/1/13 12:30,Domestic,0,Delta,DE953,01/01/13 14:30,Airbus A320,Weekly
JFK,ATL,1,1/1/13 14:40,Domestic,1,JetBlue,JE588,01/01/13 16:40,Airbus A320,Weekly
JFK,FRA,1,1/1/13 07:43,International,0,JetBlue,JE871,01/01/13 15:43,Boeing 787,Monthly
JFK,ATL,1,1/1/13 07:50,Domestic,0,JetBlue,JE604,01/01/13 09:50,Boeing 737,Monthly
JFK,GRU,1,1/1/13 14:34,International,1,British Airways,BR707,01/02/13 00:34,Boeing 737,Bi-Weekly
JFK,CLT,1,1/1/13 16:15,Domestic,0,Emirates,EM592,01/01/13 18:15,Embraer 190,Bi-Weekly
JFK,BOS,1,1/1/13 12:28,Domestic,1,Lufthansa,LU220,01/01/13 13:58,Airbus A320,Daily
JFK,DXB,1,1/1/13 07:49,International,0,Delta,DE257,01/01/13 19:49,Boeing 787,Bi-Weekly
JFK,ORD,1,1/1/13 06:47,Domestic,2,Qatar Airways,QA936,01/01/13 09:17,Embraer 190,Weekly
JFK,HND,1,1/1/13 14:49,International,1,Delta,DE417,01/02/13 04:49,Embraer 190,Weekly
JFK,CLT,1,1/1/13 18:18,Domestic,2,Lufthansa,LU405,01/01/13 20:18,Airbus A380,Daily
JFK,CLT,1,1/1/13 14:21,Domestic,2,United,UN144,01/01/13 16:21,Airbus A320,Daily
JFK,MCO,1,1/1/13 08:10,Domestic,2,United,UN745,01/01/13 11:10,Boeing 737,Bi-Weekly
JFK,PVG,1,1/1/13 15:10,International,1,JetBlue,JE408,01/02/13 06:10,Airbus A380,Weekly
JFK,ORD,1,1/1/13 06:54,Domestic,0,JetBlue,JE600,01/01/13 09:24,Boeing 777,Bi-Weekly
JFK,PVG,1,1/1/13 14:27,International,0,Delta,DE686,01/02/13 05:27,Airbus A320,Daily
JFK,CLT,1,1/1/13 12:07,Domestic,0,Air France,AI827,01/01/13 14:07,Airbus A320,Daily
JFK,BOS,1,1/1/13 08:22,Domestic,2,American Airlines,AM839,01/01/13 09:52,Boeing 737,Bi-Weekly
JFK,CDG,1,1/1/13 06:11,International,2,American Airlines,AM409,01/01/13 13:41,Boeing 777,Bi-Weekly
JFK,PVG,1,1/1/13 16:02,International,1,American Airlines,AM144,01/02/13 07:02,Boeing 787,Daily
JFK,HND,1,1/1/13 12:32,International,2,Qatar Airways,QA598,01/02/13 02:32,Airbus A320,Weekly
JFK,ORD,1,1/1/13 12:37,Domestic,2,Lufthansa,LU729,01/01/13 15:07,Boeing 777,Monthly
JFK,ORD,1,1/1/13 06:13,Domestic,2,JetBlue,JE575,01/01/13 08:43,Airbus A380,Bi-Weekly
JFK,AMS,1,1/1/13 08:21,International,0,Delta,DE288,01/01/13 15:51,Airbus A320,Bi-Weekly
JFK,HND,1,1/1/13 15:56,International,2,British Airways,BR258,01/02/13 05:56,Embraer 190,Weekly
JFK,ATL,1,1/1/13 06:23,Domestic,2,JetBlue,JE866,01/01/13 08:23,Airbus A320,Monthly
JFK,AMS,1,1/1/13 17:59,International,0,British Airways,BR723,01/02/13 01:29,Airbus A380,Weekly
JFK,CLT,1,1/1/13 16:35,Domestic,2,British Airways,BR910,01/01/13 18:35,Embraer 190,Weekly
JFK,MCO,1,1/1/13 13:39,Domestic,2,Lufthansa,LU993,01/01/13 16:39,Airbus A380,Weekly
JFK,CLT,1,1/1/13 18:39,Domestic,1,United,UN245,01/01/13 20:39,Airbus A320,Weekly
JFK,CDG,1,1/1/13 08:03,International,1,British Airways,BR510,01/01/13 15:33,Boeing 787,Daily
JFK,ATL,1,1/1/13 06:52,Domestic,1,JetBlue,JE586,01/01/13 08:52,Boeing 787,Weekly
JFK,HND,1,1/1/13 06:18,International,2,Emirates,EM591,01/01/13 20:18,Boeing 787,Weekly
JFK,YYZ,1,1/1/13 06:58,International,0,United,UN577,01/01/13 08:28,Airbus A320,Daily
JFK,MCO,1,1/1/13 17:22,Domestic,2,JetBlue,JE782,01/01/13 20:22,Airbus A320,Monthly
JFK,BOS,1,1/1/13 17:51,Domestic,0,American Airlines,AM680,01/01/13 19:21,Airbus A380,Monthly
JFK,LHR,1,1/1/13 12:10,International,0,Qatar Airways,QA245,01/01/13 19:10,Embraer 190,Daily
JFK,MCO,1,1/1/13 07:39,Domestic,0,Delta,DE125,01/01/13 10:39,Boeing 787,Weekly
JFK,MCO,1,1/1/13 15:18,Domestic,2,Delta,DE284,01/01/13 18:18,Boeing 777,Weekly
JFK,ORD,1,1/1/13 06:28,Domestic,1,Lufthansa,LU683,01/01/13 08:58,Boeing 777,Daily
JFK,FRA,1,1/1/13 15:19,International,0,Delta,DE488,01/01/13 23:19,Boeing 737,Weekly
JFK,MCO,1,1/1/13 13:42,Domestic,0,Emirates,EM676,01/01/13 16:42,Airbus A380,Daily
JFK,MCO,1,1/1/13 16:17,Domestic,0,Lufthansa,LU141,01/01/13 19:17,Airbus A380,Bi-Weekly
JFK,ORD,1,1/1/13 18:41,Domestic,0,British Airways,BR322,01/01/13 21:11,Boeing 787,Daily
JFK,AMS,1,1/1/13 15:55,International,2,Qatar Airways,QA317,01/01/13 23:25,Boeing 737,Bi-Weekly
JFK,ATL,1,1/1/13 08:52,Domestic,0,Qatar Airways,QA319,01/01/13 10:52,Embraer 190,Monthly
JFK,GRU,1,1/1/13 14:42,International,2,Qatar Airways,QA497,01/02/13 00:42,Boeing 777,Daily
JFK,ATL,1,1/1/13 08:41,Domestic,2,Air France,AI793,01/01/13 10:41,Boeing 787,Monthly
JFK,ATL,1,1/1/13 06:39,Domestic,0,Lufthansa,LU159,01/01/13 08:39,Airbus A320,Monthly
JFK,ATL,1,1/1/13 12:44,Domestic,0,British Airways,BR719,01/01/13 14:44,Boeing 737,Weekly
JFK,MCO,1,1/1/13 12:49,Domestic,0,Air France,AI760,01/01/13 15:49,Boeing 777,Bi-Weekly
JFK,LHR,1,1/1/13 15:20,International,1,Delta,DE119,01/01/13 22:20,Embraer 190,Daily
JFK,PVG,1,1/1/13 07:06,International,2,JetBlue,JE648,01/01/13 22:06,Boeing 777,Daily
JFK,ATL,1,1/1/13 08:55,Domestic,2,JetBlue,JE885,01/01/13 10:55,Boeing 787,Weekly
JFK,ORD,1,1/1/13 14:30,Domestic,2,American Airlines,AM661,01/01/13 17:00,Embraer 190,Bi-Weekly
JFK,ORD,1,1/1/13 06:08,Domestic,1,Air France,AI359,01/01/13 08:38,Airbus A380,Monthly
JFK,ORD,1,1/1/13 12:07,Domestic,0,British Airways,BR891,01/01/13 14:37,Boeing 737,Weekly
JFK,YYZ,1,1/1/13 18:55,International,2,Emirates,EM443,01/01/13 20:25,Boeing 777,Monthly
JFK,DXB,1,1/1/13 18:27,International,1,JetBlue,JE903,01/02/13 06:27,Boeing 777,Monthly
JFK,ORD,1,1/1/13 07:54,Domestic,1,Lufthansa,LU640,01/01/13 10:24,Boeing 777,Monthly
JFK,CLT,1,1/1/13 06:23,Domestic,1,JetBlue,JE917,01/01/13 08:23,Boeing 777,Weekly
JFK,CLT,1,1/1/13 16:16,Domestic,0,Lufthansa,LU726,01/01/13 18:16,Boeing 737,Daily
JFK,FRA,1,1/1/13 17:57,International,0,Lufthansa,LU905,01/02/13 01:57,Boeing 737,Bi-Weekly
JFK,FRA,1,1/1/13 08:21,International,1,Emirates,EM325,01/01/13 16:21,Boeing 787,Weekly
JFK,ORD,1,1/1/13 07:39,Domestic,0,JetBlue,JE397,01/01/13 10:09,Embraer 190,Monthly
JFK,ORD,1,1/1/13 12:45,Domestic,0,Lufthansa,LU985,01/01/13 15:15,Embraer 190,Daily
JFK,CLT,1,1/1/13 06:25,Domestic,2,British Airways,BR462,01/01/13 08:25,Boeing 787,Weekly
JFK,ORD,1,1/1/13 12:43,Domestic,1,British Airways,BR831,01/01/13 15:13,Airbus A380,Weekly
JFK,FRA,1,1/1/13 07:30,International,1,Qatar Airways,QA887,01/01/13 15:30,Boeing 787,Weekly
JFK,ORD,1,1/1/13 07:26,Domestic,2,JetBlue,JE914,01/01/13 09:56,Airbus A320,Daily
JFK,FRA,1,1/1/13 17:45,International,0,Qatar Airways,QA821,01/02/13 01:45,Airbus A380,Weekly
JFK,YYZ,1,1/1/13 06:36,International,1,United,UN952,01/01/13 08:06,Boeing 737,Daily
JFK,FRA,1,1/1/13 14:50,International,2,Qatar Airways,QA481,01/01/13 22:50,Boeing 777,Daily
JFK,BOS,1,1/1/13 16:23,Domestic,0,JetBlue,JE233,01/01/13 17:53,Boeing 777,Bi-Weekly
JFK,ATL,1,1/1/13 16:46,Domestic,1,Qatar Airways,QA819,01/01/13 18:46,Embraer 190,Monthly
JFK,ATL,1,1/1/13 17:53,Domestic,1,British Airways,BR815,01/01/13 19:53,Boeing 737,Bi-Weekly
JFK,CDG,1,1/1/13 06:46,International,1,American Airlines,AM175,01/01/13 14:16,Airbus A320,Daily
JFK,CLT,1,1/1/13 17:51,Domestic,0,American Airlines,AM502,01/01/13 19:51,Airbus A380,Weekly
JFK,ORD,1,1/1/13 07:12,Domestic,2,Air France,AI313,01/01/13 09:42,Boeing 777,Daily
JFK,SYD,1,1/1/13 15:45,International,1,British Airways,BR218,01/02/13 11:45,Boeing 787,Bi-Weekly
JFK,FRA,1,1/1/13 17:38,International,1,Lufthansa,LU511,01/02/13 01:38,Boeing 737,Monthly
JFK,ORD,1,1/1/13 16:20,Domestic,2,United,UN515,01/01/13 18:50,Airbus A320,Daily
JFK,LHR,1,1/1/13 13:10,International,2,Air France,AI488,01/01/13 20:10,Boeing 737,Daily
JFK,CLT,1,1/1/13 13:29,Domestic,1,United,UN405,01/01/13 15:29,Boeing 737,Bi-Weekly
JFK,MCO,1,1/1/13 06:38,Domestic,2,Lufthansa,LU481,01/01/13 09:38,Airbus A320,Monthly
JFK,CLT,1,1/1/13 07:19,Domestic,2,Lufthansa,LU226,01/01/13 09:19,Embraer 190,Monthly
JFK,HND,1,1/1/13 06:04,International,2,Lufthansa,LU800,01/01/13 20:04,Airbus A380,Daily
JFK,BOS,1,1/1/13 07:05,Domestic,0,United,UN156,01/01/13 08:35,Boeing 777,Daily
JFK,CLT,1,1/1/13 15:50,Domestic,0,American Airlines,AM694,01/01/13 17:50,Boeing 737,Weekly
JFK,MCO,1,1/1/13 07:13,Domestic,2,United,UN127,01/01/13 10:13,Boeing 777,Daily
JFK,MCO,1,1/1/13 17:52,Domestic,1,United,UN948,01/01/13 20:52,Airbus A320,Weekly
JFK,PVG,1,1/1/13 12:59,International,1,American Airlines,AM775,01/02/13 03:59,Airbus A380,Weekly
JFK,SYD,1,1/1/13 07:49,International,2,Emirates,EM522,01/02/13 03:49,Embraer 190,Daily
JFK,MCO,1,1/1/13 16:14,Domestic,0,United,UN678,01/01/13 19:14,Airbus A320,Weekly
JFK,DXB,1,1/1/13 14:17,International,2,British Airways,BR496,01/02/13 02:17,Embraer 190,Monthly
JFK,ATL,1,1/1/13 07:12,Domestic,0,Emirates,EM288,01/01/13 09:12,Airbus A380,Daily
JFK,PVG,1,1/1/13 08:19,International,2,Lufthansa,LU175,01/01/13 23:19,Airbus A320,Bi-Weekly
JFK,ORD,1,1/1/13 06:22,Domestic,2,Air France,AI726,01/01/13 08:52,Boeing 777,Daily
JFK,CLT,1,1/1/13 06:05,Domestic,0,JetBlue,JE899,01/01/13 08:05,Airbus A380,Weekly
JFK,PVG,1,1/1/13 14:14,International,0,Air France,AI812,01/02/13 05:14,Boeing 777,Monthly
JFK,CDG,1,1/1/13 15:07,International,0,American Airlines,AM996,01/01/13 22:37,Boeing 777,Monthly
JFK,PVG,1,1/1/13 16:11,International,0,British Airways,BR218,01/02/13 07:11,Boeing 787,Bi-Weekly
JFK,ORD,1,1/1/13 06:07,Domestic,1,Delta,DE526,01/01/13 08:37,Airbus A320,Monthly
JFK,SYD,1,1/1/13 06:49,International,1,Qatar Airways,QA910,01/02/13 02:49,Boeing 777,Daily
JFK,MCO,1,1/1/13 08:20,Domestic,1,Qatar Airways,QA826,01/01/13 11:20,Boeing 777,Weekly
JFK,ATL,1,1/1/13 17:52,Domestic,2,JetBlue,JE568,01/01/13 19:52,Boeing 787,Daily
JFK,BOS,1,1/1/13 06:46,Domestic,0,British Airways,BR247,01/01/13 08:16,Boeing 737,Weekly
JFK,BOS,1,1/1/13 14:36,Domestic,1,British Airways,BR658,01/01/13 16:06,Airbus A320,Bi-Weekly
JFK,BOS,1,1/1/13 16:58,Domestic,0,Lufthansa,LU217,01/01/13 18:28,Airbus A320,Weekly
JFK,FRA,1,1/1/13 18:36,International,2,Lufthansa,LU224,01/02/13 02:36,Airbus A320,Bi-Weekly
JFK,CLT,1,1/1/13 14:29,Domestic,1,American Airlines,AM237,01/01/13 16:29,Boeing 777,Bi-Weekly
JFK,ORD,1,1/1/13 15:57,Domestic,1,JetBlue,JE645,01/01/13 18:27,Boeing 777,Bi-Weekly
JFK,SYD,1,1/1/13 12:11,International,1,Qatar Airways,QA833,01/02/13 08:11,Embraer 190,Weekly
JFK,ATL,1,1/1/13 18:42,Domestic,0,Emirates,EM710,01/01/13 20:42,Boeing 737,Weekly
JFK,CLT,1,1/1/13 18:37,Domestic,0,British Airways,BR962,01/01/13 20:37,Boeing 787,Weekly
JFK,MCO,1,1/1/13 15:27,Domestic,0,American Airlines,AM412,01/01/13 18:27,Airbus A320,Daily
JFK,ORD,1,1/1/13 16:34,Domestic,1,Delta,DE869,01/01/13 19:04,Boeing 737,Bi-Weekly
JFK,BOS,1,1/1/13 08:18,Domestic,1,American Airlines,AM864,01/01/13 09:48,Embraer 190,Monthly
JFK,BOS,1,1/1/13 17:50,Domestic,0,Emirates,EM542,01/01/13 19:20,Boeing 777,Bi-Weekly
JFK,ATL,1,1/1/13 15:39,Domestic,0,United,UN957,01/01/13 17:39,Boeing 787,Weekly
JFK,YYZ,1,1/1/13 17:58,International,1,United,UN133,01/01/13 19:28,Airbus A320,Weekly
JFK,GRU,1,1/1/13 13:37,International,1,JetBlue,JE438,01/01/13 23:37,Boeing 777,Daily
JFK,SYD,1,1/1/13 16:07,International,0,Qatar Airways,QA913,01/02/13 12:07,Airbus A320,Bi-Weekly
JFK,GRU,1,1/1/13 17:14,International,1,Air France,AI970,01/02/13 03:14,Embraer 190,Weekly
JFK,CLT,1,1/1/13 13:30,Domestic,2,Air France,AI517,01/01/13 15:30,Embraer 190,Weekly
JFK,LHR,1,1/1/13 13:55,International,0,United,UN239,01/01/13 20:55,Boeing 787,Monthly
JFK,YYZ,1,1/1/13 06:03,International,0,British Airways,BR882,01/01/13 07:33,Boeing 787,Weekly
JFK,ATL,1,1/1/13 07:59,Domestic,2,American Airlines,AM855,01/01/13 09:59,Embraer 190,Weekly
JFK,LHR,1,1/1/13 07:25,International,1,American Airlines,AM411,01/01/13 14:25,Airbus A380,Weekly
JFK,SYD,1,1/1/13 06:56,International,0,British Airways,BR805,01/02/13 02:56,Embraer 190,Weekly
JFK,ORD,1,1/1/13 14:27,Domestic,0,Delta,DE201,01/01/13 16:57,Airbus A380,Monthly
JFK,MCO,1,1/1/13 14:02,Domestic,2,American Airlines,AM909,01/01/13 17:02,Embraer 190,Daily
JFK,BOS,1,1/1/13 17:43,Domestic,1,British Airways,BR674,01/01/13 19:13,Boeing 737,Daily
JFK,SYD,1,1/1/13 08:28,International,2,American Airlines,AM729,01/02/13 04:28,Airbus A380,Bi-Weekly
JFK,BOS,1,1/1/13 17:11,Domestic,2,JetBlue,JE700,01/01/13 18:41,Embraer 190,Monthly
JFK,CDG,1,1/1/13 08:42,International,1,American Airlines,AM789,01/01/13 16:12,Boeing 737,Bi-Weekly
JFK,YYZ,1,1/1/13 08:36,International,0,American Airlines,AM805,01/01/13 10:06,Airbus A320,Bi-Weekly
JFK,MCO,1,1/1/13 17:00,Domestic,0,Lufthansa,LU864,01/01/13 20:00,Boeing 737,Bi-Weekly
JFK,MCO,1,1/1/13 12:10,Domestic,0,Delta,DE677,01/01/13 15:10,Airbus A320,Bi-Weekly
JFK,CLT,1,1/1/13 15:44,Domestic,1,JetBlue,JE664,01/01/13 17:44,Airbus A380,Weekly
JFK,GRU,1,1/1/13 06:49,International,2,Delta,DE686,01/01/13 16:49,Embraer 190,Bi-Weekly
JFK,AMS,1,1/1/13 12:20,International,2,Air France,AI166,01/01/13 19:50,Airbus A380,Daily
JFK,ATL,1,1/1/13 06:11,Domestic,1,Air France,AI937,01/01/13 08:11,Boeing 787,Bi-Weekly
JFK,LHR,1,1/1/13 06:17,International,1,United,UN632,01/01/13 13:17,Airbus A320,Monthly
JFK,ORD,1,1/1/13 07:06,Domestic,1,American Airlines,AM510,01/01/13 09:36,Embraer 190,Bi-Weekly
JFK,YYZ,1,1/1/13 14:48,International,1,Air France,AI200,01/01/13 16:18,Boeing 777,Monthly
JFK,MCO,1,1/1/13 12:53,Domestic,1,Qatar Airways,QA609,01/01/13 15:53,Embraer 190,Monthly
JFK,ORD,1,1/1/13 07:07,Domestic,1,American Airlines,AM952,01/01/13 09:37,Airbus A320,Weekly
JFK,BOS,1,1/1/13 14:50,Domestic,0,Air France,AI485,01/01/13 16:20,Embraer 190,Daily
JFK,ATL,1,1/1/13 08:45,Domestic,2,Qatar Airways,QA809,01/01/13 10:45,Boeing 777,Monthly
JFK,MCO,1,1/1/13 18:23,Domestic,0,Delta,DE565,01/01/13 21:23,Embraer 190,Daily
JFK,SYD,1,1/1/13 06:23,International,0,United,UN884,01/02/13 02:23,Boeing 737,Daily
JFK,ATL,1,1/1/13 15:51,Domestic,0,American Airlines,AM906,01/01/13 17:51,Airbus A320,Weekly
JFK,ATL,1,1/1/13 06:01,Domestic,2,British Airways,BR775,01/01/13 08:01,Boeing 777,Monthly
JFK,MCO,1,1/1/13 06:14,Domestic,1,Emirates,EM780,01/01/13 09:14,Airbus A380,Daily
JFK,BOS,1,1/1/13 18:11,Domestic,0,Emirates,EM293,01/01/13 19:41,Embraer 190,Daily
JFK,AMS,1,1/1/13 07:14,International,0,American Airlines,AM517,01/01/13 14:44,Boeing 787,Daily
JFK,MCO,1,1/1/13 06:47,Domestic,1,Emirates,EM892,01/01/13 09:47,Boeing 777,Bi-Weekly
JFK,BOS,1,1/1/13 15:28,Domestic,2,Air France,AI643,01/01/13 16:58,Boeing 787,Weekly
JFK,MCO,1,1/1/13 16:51,Domestic,1,JetBlue,JE978,01/01/13 19:51,Embraer 190,Bi-Weekly
JFK,ATL,1,1/1/13 17:50,Domestic,1,Emirates,EM826,01/01/13 19:50,Embraer 190,Daily
JFK,BOS,1,1/1/13 15:26,Domestic,0,Delta,DE871,01/01/13 16:56,Boeing 737,Monthly
JFK,GRU,1,1/1/13 07:32,International,1,Qatar Airways,QA990,01/01/13 17:32,Boeing 737,Bi-Weekly
JFK,CDG,1,1/1/13 16:11,International,0,Delta,DE602,01/01/13 23:41,Embraer 190,Daily
JFK,CDG,1,1/1/13 14:41,International,2,Qatar Airways,QA891,01/01/13 22:11,Airbus A380,Bi-Weekly
JFK,AMS,1,1/1/13 07:41,International,2,Lufthansa,LU995,01/01/13 15:11,Boeing 777,Monthly
